GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
Id,Id2,Geography,Total; Estimate; Households,Total; Margin of Error; Households,Median income (dollars); Estimate; Households,Median income (dollars); Margin of Error; Households,Total; Estimate; Households - One race-- - White,Total; Margin of Error; Households - One race-- - White,Median income (dollars); Estimate; Households - One race-- - White,Median income (dollars); Margin of Error; Households - One race-- - White,Total; Estimate; Households - One race-- - Black or African American,Total; Margin of Error; Households - One race-- - Black or African American,Median income (dollars); Estimate; Households - One race-- - Black or African American,Median income (dollars); Margin of Error; Households - One race-- - Black or African American,Total; Estimate; Households - One race-- - American Indian and Alaska Native,Total; Margin of Error; Households - One race-- - American Indian and Alaska Native,Median income (dollars); Estimate; Households - One race-- - American Indian and Alaska Native,Median income (dollars); Margin of Error; Households - One race-- - American Indian and Alaska Native,Total; Estimate; Households - One race-- - Asian,Total; Margin of Error; Households - One race-- - Asian,Median income (dollars); Estimate; Households - One race-- - Asian,Median income (dollars); Margin of Error; Households - One race-- - Asian,Total; Estimate; Households - One race-- - Native Hawaiian and Other Pacific Islander,Total; Margin of Error; Households - One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Estimate; Households - One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Margin of Error; Households - One race-- - Native Hawaiian and Other Pacific Islander,Total; Estimate; Households - One race-- - Some other race,Total; Margin of Error; Households - One race-- - Some other race,Median income (dollars); Estimate; Households - One race-- - Some other race,Median income (dollars); Margin of Error; Households - One race-- - Some other race,Total; Estimate; Households - Two or more races,Total; Margin of Error; Households - Two or more races,Median income (dollars); Estimate; Households - Two or more races,Median income (dollars); Margin of Error; Households - Two or more races,Total; Estimate; Hispanic or Latino origin (of any race),Total; Margin of Error; Hispanic or Latino origin (of any race),Median income (dollars); Estimate; Hispanic or Latino origin (of any race),Median income (dollars); Margin of Error; Hispanic or Latino origin (of any race),"Total; Estimate; White alone, not Hispanic or Latino","Total; Margin of Error; White alone, not Hispanic or Latino","Median income (dollars); Estimate; White alone, not Hispanic or Latino","Median income (dollars); Margin of Error; White alone, not Hispanic or Latino",Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Estimate; FAMILIES - Families,Total; Margin of Error; FAMILIES - Families,Median income (dollars); Estimate; FAMILIES - Families,Median income (dollars); Margin of Error; FAMILIES - Families,Total; Estimate; FAMILIES - Families - With own children of householder under 18 years,Total; Margin of Error; FAMILIES - Families - With own children of householder under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With own children of householder under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With own children of householder under 18 years,Total; Estimate; FAMILIES - Families - With no own children of householder under 18 years,Total; Margin of Error; FAMILIES - Families - With no own children of householder under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With no own children of householder under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With no own children of householder under 18 years,Total; Estimate; FAMILIES - Families - Married-couple families,Total; Margin of Error; FAMILIES - Families - Married-couple families,Median income (dollars); Estimate; FAMILIES - Families - Married-couple families,Median income (dollars); Margin of Error; FAMILIES - Families - Married-couple families,"Total; Estimate; FAMILIES - Families - Female householder, no husband present","Total; Margin of Error; FAMILIES - Families - Female householder, no husband present","Median income (dollars); Estimate; FAMILIES - Families - Female householder, no husband present","Median income (dollars); Margin of Error; FAMILIES - Families - Female householder, no husband present","Total; Estimate; FAMILIES - Families - Male householder, no wife present","Total; Margin of Error; FAMILIES - Families - Male householder, no wife present","Median income (dollars); Estimate; FAMILIES - Families - Male householder, no wife present","Median income (dollars); Margin of Error; FAMILIES - Families - Male householder, no wife present",Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Total; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Household income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Family income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months
1600000US0600135,0600135,"Acalanes Ridge CDP, California",401,90,156953,86878,63.1,20.0,111563,79762,0.0,7.8,-,**,0.0,7.8,-,**,23.2,13.8,156172,75763,0.0,7.8,-,**,0.0,7.8,-,**,13.7,19.8,-,**,0.0,7.8,-,**,63.1,20.0,111563,79762,0.0,7.8,(X),(X),10.5,8.5,(X),(X),69.3,15.5,(X),(X),20.2,12.8,(X),(X),303,103,185625,91208,41.9,18.9,205625,134343,58.1,18.9,168750,123405,80.2,14.7,230114,61905,19.8,14.7,123750,5933,0.0,10.2,-,**,98,54,35938,26352,57.1,30.5,(X),(X),57.1,30.5,(X),(X),0.0,27.6,(X),(X),42.9,30.5,(X),(X),42.9,30.5,(X),(X),0.0,27.6,(X),(X),5.5,(X),(X),(X),7.3,(X),(X),(X),0.0,(X),(X),(X)
1600000US0600156,0600156,"Acampo CDP, California",190,132,152713,60036,100.0,15.7,152713,60036,0.0,15.7,-,**,0.0,15.7,-,**,0.0,15.7,-,**,0.0,15.7,-,**,0.0,15.7,-,**,0.0,15.7,-,**,29.5,40.0,-,**,70.5,40.0,154202,129655,0.0,15.7,-,**,18.4,25.7,-,**,81.6,25.7,153644,60919,0.0,15.7,-,**,103,110,-,**,0.0,26.5,-,**,100.0,26.5,-,**,100.0,26.5,-,**,0.0,26.5,-,**,0.0,26.5,-,**,87,84,(X),(X),19.5,41.2,(X),(X),19.5,41.2,(X),(X),0.0,30.2,(X),(X),80.5,41.2,(X),(X),20.7,41.7,(X),(X),59.8,53.0,(X),(X),66.3,(X),(X),(X),54.4,(X),(X),(X),80.5,(X),(X),(X)
1600000US0600212,0600212,"Acton CDP, California",2473,159,89150,9266,92.1,3.6,92123,10960,0.5,0.8,-,**,0.0,1.3,-,**,0.4,0.6,-,**,0.0,1.3,-,**,6.2,3.2,59188,40405,0.7,0.9,-,**,11.0,3.1,82159,13284,86.3,3.8,91159,12098,0.0,1.3,-,**,17.1,4.2,97500,16457,61.7,5.0,102008,12294,21.2,4.4,41600,20003,1880,168,99183,12229,33.4,4.9,123083,34046,66.6,4.9,95901,15213,90.2,4.0,(X),(X),6.2,2.7,(X),(X),3.6,3.0,(X),(X),593,154,39179,12390,41.0,12.3,(X),(X),33.4,10.7,(X),(X),7.6,7.7,(X),(X),59.0,12.3,(X),(X),43.8,12.0,(X),(X),15.2,11.2,(X),(X),33.1,(X),(X),(X),37.4,(X),(X),(X),18.5,(X),(X),(X)
1600000US0600296,0600296,"Adelanto city, California",7732,460,33298,5420,60.1,4.9,37254,4092,20.4,4.0,16042,5812,0.1,0.2,-,**,2.1,1.1,41736,21760,0.0,0.4,-,**,13.1,3.7,34569,17846,4.2,1.9,(X),(X),49.2,3.6,34002,5507,25.3,4.5,41071,6869,5.5,3.0,(X),(X),43.9,4.4,(X),(X),35.3,3.6,(X),(X),15.3,2.9,(X),(X),6537,340,32357,6466,61.8,4.7,25886,6746,38.2,4.7,39730,4535,57.7,4.6,42406,4818,33.5,4.2,13172,4903,8.8,3.1,33125,12413,1195,300,27933,11130,58.7,11.4,29135,12639,53.6,11.4,27204,12675,5.1,3.4,49750,16673,41.3,11.4,25417,19773,21.8,9.6,12034,7002,19.4,10.4,51968,40183,37.1,(X),(X),(X),34.8,(X),(X),(X),27.4,(X),(X),(X)
1600000US0600310,0600310,"Adin CDP, California",57,35,(X),(X),100.0,39.3,(X),(X),0.0,39.3,-,**,0.0,39.3,-,**,0.0,39.3,-,**,0.0,39.3,-,**,0.0,39.3,-,**,0.0,39.3,-,**,0.0,39.3,-,**,100.0,39.3,(X),(X),0.0,39.3,(X),(X),0.0,39.3,(X),(X),52.6,32.0,(X),(X),47.4,32.0,(X),(X),41,33,(X),(X),14.6,28.4,(X),(X),85.4,28.4,(X),(X),100.0,46.3,(X),(X),0.0,46.3,(X),(X),0.0,46.3,(X),(X),16,15,53214,35295,0.0,74.1,-,**,0.0,74.1,-,**,0.0,74.1,-,**,100.0,74.1,53214,35295,81.3,34.7,52679,49363,18.8,34.7,-,**,54.4,(X),(X),(X),58.5,(X),(X),(X),43.8,(X),(X),(X)
1600000US0600394,0600394,"Agoura Hills city, California",7269,318,113658,7017,86.7,2.6,113712,6748,0.7,0.6,(X),(X),0.0,0.4,-,**,7.2,1.7,157611,36457,0.0,0.4,-,**,3.2,1.8,(X),(X),2.3,1.6,(X),(X),9.2,2.8,91818,39149,80.8,3.4,113405,7188,0.5,0.4,(X),(X),26.4,4.3,(X),(X),53.7,4.3,(X),(X),19.4,2.4,(X),(X),5540,229,126230,10389,46.3,4.7,140079,30153,53.7,4.7,118921,9690,78.9,4.0,146031,11999,17.2,3.5,53664,10842,4.0,2.1,101080,84766,1729,290,68073,15631,39.2,8.5,(X),(X),30.7,8.0,(X),(X),8.5,5.1,(X),(X),60.8,8.5,(X),(X),45.9,9.3,(X),(X),14.9,7.6,(X),(X),31.0,(X),(X),(X),31.6,(X),(X),(X),28.9,(X),(X),(X)
1600000US0600450,0600450,"Agua Dulce CDP, California",1187,90,99638,13912,91.8,4.5,97895,24510,0.0,2.7,-,**,0.0,2.7,-,**,0.8,1.4,-,**,0.0,2.7,-,**,0.8,1.3,-,**,6.5,4.4,186350,63431,15.8,6.7,70929,33483,79.9,6.6,100221,12012,0.3,0.8,-,**,19.1,5.5,100096,60831,52.8,5.6,129375,20467,27.7,6.2,54150,13140,970,100,120795,23016,36.6,11.5,128029,13290,63.4,11.5,105461,21073,94.2,4.4,(X),(X),2.4,2.7,(X),(X),3.4,3.5,(X),(X),217,71,33304,14347,51.2,17.7,47639,28447,45.6,16.6,36125,18331,5.5,9.6,-,**,48.8,17.7,23611,6106,40.1,18.6,23472,7787,8.8,9.3,-,**,34.7,(X),(X),(X),37.9,(X),(X),(X),20.3,(X),(X),(X)
1600000US0600464,0600464,"Aguanga CDP, California",367,153,43505,24339,95.6,7.7,43113,24646,0.0,8.5,-,**,0.0,8.5,-,**,0.0,8.5,-,**,0.0,8.5,-,**,4.4,7.7,-,**,0.0,8.5,-,**,15.8,14.1,55469,35127,84.2,14.1,42386,33852,0.0,8.5,(X),(X),9.5,11.5,(X),(X),66.5,23.3,(X),(X),24.0,20.2,(X),(X),179,108,56172,31628,29.1,24.5,44138,8210,70.9,24.5,75077,50744,87.2,16.8,55469,29326,12.8,16.8,-,**,0.0,16.5,-,**,188,129,(X),(X),8.0,14.3,(X),(X),8.0,14.3,(X),(X),0.0,15.8,(X),(X),92.0,14.3,(X),(X),80.3,22.9,(X),(X),11.7,17.2,(X),(X),27.8,(X),(X),(X),25.7,(X),(X),(X),29.8,(X),(X),(X)
1600000US0600478,0600478,"Ahwahnee CDP, California",815,171,62715,13295,96.6,3.9,62659,20013,0.0,3.9,-,**,0.0,3.9,-,**,0.0,3.9,-,**,0.0,3.9,-,**,0.0,3.9,-,**,3.4,3.9,82941,47766,2.1,3.5,-,**,96.6,3.9,62659,20013,2.7,3.8,-,**,16.6,10.4,58813,46425,31.7,12.1,64551,36047,49.1,10.4,38594,23046,522,132,64754,13306,17.2,11.1,(X),(X),82.8,11.1,(X),(X),100.0,6.0,(X),(X),0.0,6.0,(X),(X),0.0,6.0,(X),(X),293,119,23073,15880,53.9,23.5,(X),(X),53.9,23.5,(X),(X),0.0,10.5,(X),(X),46.1,23.5,(X),(X),46.1,23.5,(X),(X),0.0,10.5,(X),(X),28.2,(X),(X),(X),27.2,(X),(X),(X),30.0,(X),(X),(X)
