GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
Id,Id2,Geography,Total; Estimate; Households,Total; Margin of Error; Households,Median income (dollars); Estimate; Households,Median income (dollars); Margin of Error; Households,Total; Estimate; Households - One race-- - White,Total; Margin of Error; Households - One race-- - White,Median income (dollars); Estimate; Households - One race-- - White,Median income (dollars); Margin of Error; Households - One race-- - White,Total; Estimate; Households - One race-- - Black or African American,Total; Margin of Error; Households - One race-- - Black or African American,Median income (dollars); Estimate; Households - One race-- - Black or African American,Median income (dollars); Margin of Error; Households - One race-- - Black or African American,Total; Estimate; Households - One race-- - American Indian and Alaska Native,Total; Margin of Error; Households - One race-- - American Indian and Alaska Native,Median income (dollars); Estimate; Households - One race-- - American Indian and Alaska Native,Median income (dollars); Margin of Error; Households - One race-- - American Indian and Alaska Native,Total; Estimate; Households - One race-- - Asian,Total; Margin of Error; Households - One race-- - Asian,Median income (dollars); Estimate; Households - One race-- - Asian,Median income (dollars); Margin of Error; Households - One race-- - Asian,Total; Estimate; Households - One race-- - Native Hawaiian and Other Pacific Islander,Total; Margin of Error; Households - One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Estimate; Households - One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Margin of Error; Households - One race-- - Native Hawaiian and Other Pacific Islander,Total; Estimate; Households - One race-- - Some other race,Total; Margin of Error; Households - One race-- - Some other race,Median income (dollars); Estimate; Households - One race-- - Some other race,Median income (dollars); Margin of Error; Households - One race-- - Some other race,Total; Estimate; Households - Two or more races,Total; Margin of Error; Households - Two or more races,Median income (dollars); Estimate; Households - Two or more races,Median income (dollars); Margin of Error; Households - Two or more races,Total; Estimate; Hispanic or Latino origin (of any race),Total; Margin of Error; Hispanic or Latino origin (of any race),Median income (dollars); Estimate; Hispanic or Latino origin (of any race),Median income (dollars); Margin of Error; Hispanic or Latino origin (of any race),"Total; Estimate; White alone, not Hispanic or Latino","Total; Margin of Error; White alone, not Hispanic or Latino","Median income (dollars); Estimate; White alone, not Hispanic or Latino","Median income (dollars); Margin of Error; White alone, not Hispanic or Latino",Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Estimate; FAMILIES - Families,Total; Margin of Error; FAMILIES - Families,Median income (dollars); Estimate; FAMILIES - Families,Median income (dollars); Margin of Error; FAMILIES - Families,Total; Estimate; FAMILIES - Families - With own children of householder under 18 years,Total; Margin of Error; FAMILIES - Families - With own children of householder under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With own children of householder under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With own children of householder under 18 years,Total; Estimate; FAMILIES - Families - With no own children of householder under 18 years,Total; Margin of Error; FAMILIES - Families - With no own children of householder under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With no own children of householder under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With no own children of householder under 18 years,Total; Estimate; FAMILIES - Families - Married-couple families,Total; Margin of Error; FAMILIES - Families - Married-couple families,Median income (dollars); Estimate; FAMILIES - Families - Married-couple families,Median income (dollars); Margin of Error; FAMILIES - Families - Married-couple families,"Total; Estimate; FAMILIES - Families - Female householder, no husband present","Total; Margin of Error; FAMILIES - Families - Female householder, no husband present","Median income (dollars); Estimate; FAMILIES - Families - Female householder, no husband present","Median income (dollars); Margin of Error; FAMILIES - Families - Female householder, no husband present","Total; Estimate; FAMILIES - Families - Male householder, no wife present","Total; Margin of Error; FAMILIES - Families - Male householder, no wife present","Median income (dollars); Estimate; FAMILIES - Families - Male householder, no wife present","Median income (dollars); Margin of Error; FAMILIES - Families - Male householder, no wife present",Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Total; Estimate; PERCENT ALLOCATED - Household income in the past 12 months,Total; Margin of Error; PERCENT ALLOCATED - Household income in the past 12 months,Median income (dollars); Estimate; PERCENT ALLOCATED - Household income in the past 12 months,Median income (dollars); Margin of Error; PERCENT ALLOCATED - Household income in the past 12 months,Total; Estimate; PERCENT ALLOCATED - Family income in the past 12 months,Total; Margin of Error; PERCENT ALLOCATED - Family income in the past 12 months,Median income (dollars); Estimate; PERCENT ALLOCATED - Family income in the past 12 months,Median income (dollars); Margin of Error; PERCENT ALLOCATED - Family income in the past 12 months,Total; Estimate; PERCENT ALLOCATED - Nonfamily income in the past 12 months,Total; Margin of Error; PERCENT ALLOCATED - Nonfamily income in the past 12 months,Median income (dollars); Estimate; PERCENT ALLOCATED - Nonfamily income in the past 12 months,Median income (dollars); Margin of Error; PERCENT ALLOCATED - Nonfamily income in the past 12 months
1600000US0600135,0600135,"Acalanes Ridge CDP, California",361,92,187604,87755,65.7,22.0,123309,94127,0.0,8.6,-,**,0.0,8.6,-,**,18.0,13.9,156691,73814,0.0,8.6,-,**,0.0,8.6,-,**,16.3,21.9,-,**,0.0,8.6,-,**,65.7,22.0,123309,94127,0.0,8.6,-,**,16.6,12.1,-,**,59.0,19.8,232606,67796,24.4,15.6,-,**,276,105,196563,72940,44.6,21.6,197344,81188,55.4,21.6,181979,122285,84.1,15.0,232797,61399,15.9,15.0,124118,52646,0.0,11.1,-,**,85,59,36544,14126,68.2,31.1,36765,8385,68.2,31.1,36765,8385,0.0,30.7,-,**,31.8,31.1,-,**,31.8,31.1,-,**,0.0,30.7,-,**,6.9,(X),(X),(X),9.1,(X),(X),(X),0.0,(X),(X),(X)
1600000US0600156,0600156,"Acampo CDP, California",178,122,155385,48595,100.0,16.6,155385,48595,0.0,16.6,-,**,0.0,16.6,-,**,0.0,16.6,-,**,0.0,16.6,-,**,0.0,16.6,-,**,0.0,16.6,-,**,0.0,16.6,-,**,100.0,16.6,155385,48595,0.0,16.6,-,**,17.4,23.7,-,**,54.5,41.0,-,**,28.1,37.3,-,**,102,113,-,**,0.0,26.7,-,**,100.0,26.7,-,**,100.0,26.7,-,**,0.0,26.7,-,**,0.0,26.7,-,**,76,75,-,**,21.1,41.3,-,**,21.1,41.3,-,**,0.0,33.2,-,**,78.9,41.3,-,**,19.7,41.1,-,**,59.2,52.5,-,**,33.7,(X),(X),(X),0.0,(X),(X),(X),78.9,(X),(X),(X)
1600000US0600212,0600212,"Acton CDP, California",2574,142,91168,6304,88.3,4.3,93750,7696,0.5,0.8,-,**,0.0,1.3,-,**,0.7,0.8,-,**,0.0,1.3,-,**,9.5,4.1,79512,23467,1.0,1.0,91125,24902,14.2,3.9,79604,13943,82.7,4.0,93427,10018,0.0,1.3,-,**,14.8,4.0,102308,25890,63.6,5.2,98629,12220,21.5,3.6,44858,15847,1920,152,99788,13916,28.4,5.2,124141,23433,71.6,5.2,92369,12276,86.7,5.2,113361,19242,9.6,4.8,84028,35721,3.6,2.9,57258,42886,654,134,33659,8805,45.4,11.1,20875,10382,36.4,10.3,19750,7197,9.0,7.9,-,**,54.6,11.1,43041,9494,34.6,12.3,44291,4257,20.0,10.9,32404,26537,35.2,(X),(X),(X),36.8,(X),(X),(X),27.7,(X),(X),(X)
1600000US0600296,0600296,"Adelanto city, California",8031,348,29647,3664,60.8,3.6,32905,3607,20.5,3.0,18031,3104,0.3,0.3,-,**,2.2,0.9,45450,11667,0.2,0.4,-,**,11.0,2.5,38598,18735,5.0,2.3,-,**,52.9,2.9,33448,4989,21.3,2.7,33285,5357,3.6,1.8,17188,15946,46.2,3.4,26551,4095,37.1,3.4,36032,5972,13.1,2.2,28500,6291,6652,257,29380,3825,65.3,3.6,25275,3723,34.7,3.6,38665,4314,55.1,4.3,39718,6886,35.4,4.4,15484,5763,9.5,2.9,33191,10689,1379,280,25065,7810,56.6,9.1,25347,8960,50.7,9.5,23563,9807,5.9,3.8,48542,16151,43.4,9.1,22361,12858,26.3,8.5,17414,10630,17.2,8.2,32042,12420,39.2,(X),(X),(X),37.9,(X),(X),(X),32.2,(X),(X),(X)
1600000US0600310,0600310,"Adin CDP, California",57,33,55625,15484,100.0,39.3,55625,15484,0.0,39.3,-,**,0.0,39.3,-,**,0.0,39.3,-,**,0.0,39.3,-,**,0.0,39.3,-,**,0.0,39.3,-,**,0.0,39.3,-,**,100.0,39.3,55625,15484,0.0,39.3,-,**,17.5,24.0,-,**,42.1,29.5,-,**,40.4,29.0,-,**,33,28,-,**,24.2,34.3,-,**,75.8,34.3,-,**,100.0,51.6,-,**,0.0,51.6,-,**,0.0,51.6,-,**,24,18,55250,2148,41.7,46.8,-,**,41.7,46.8,-,**,0.0,60.5,-,**,58.3,46.8,53750,19563,45.8,42.9,-,**,12.5,24.2,-,**,35.1,(X),(X),(X),36.4,(X),(X),(X),33.3,(X),(X),(X)
1600000US0600394,0600394,"Agoura Hills city, California",7342,297,114313,7305,89.3,2.6,115586,5453,1.1,0.9,99000,70253,0.0,0.4,-,**,5.7,1.7,163188,55379,0.0,0.4,-,**,2.1,1.3,-,**,1.8,1.4,61400,21810,9.0,2.4,64688,30975,82.4,3.4,116555,6087,0.8,0.5,26250,13106,23.7,3.7,124722,37777,54.2,3.4,122394,12222,21.4,2.2,72566,8237,5597,208,131845,18456,45.4,4.7,147250,42011,54.6,4.7,126206,16182,79.4,4.0,158920,15028,15.8,3.5,55750,12165,4.8,2.2,92250,50545,1745,283,62702,8977,47.2,7.8,54183,11596,41.4,8.2,52683,12488,5.8,4.4,61346,9597,52.8,7.8,83860,30694,41.0,8.1,62200,36428,11.7,5.3,104306,98306,31.6,(X),(X),(X),31.7,(X),(X),(X),31.3,(X),(X),(X)
1600000US0600450,0600450,"Agua Dulce CDP, California",1186,87,104861,16653,91.9,5.3,102150,19122,0.0,2.7,-,**,0.0,2.7,-,**,1.1,1.8,-,**,0.0,2.7,-,**,0.4,0.8,-,**,6.6,5.0,182143,46220,10.5,5.1,-,**,83.6,6.6,102639,16720,0.3,0.6,-,**,14.6,6.2,111417,26380,58.0,7.1,139333,33041,27.2,5.2,55000,15777,961,104,127011,17812,30.9,10.9,140568,18222,69.1,10.9,112500,29491,93.4,4.0,131591,16578,3.0,2.5,-,**,3.5,3.0,-,**,225,67,31528,17848,47.1,16.5,60385,35164,36.9,17.0,37375,35814,10.2,11.0,-,**,52.9,16.5,25655,5902,52.9,16.5,25655,5902,0.0,13.4,-,**,36.2,(X),(X),(X),36.8,(X),(X),(X),33.3,(X),(X),(X)
1600000US0600464,0600464,"Aguanga CDP, California",259,122,43750,20040,89.2,13.5,42750,15061,0.0,11.8,-,**,0.0,11.8,-,**,0.0,11.8,-,**,0.0,11.8,-,**,10.8,13.5,-,**,0.0,11.8,-,**,25.5,19.5,56250,20069,74.5,19.5,41328,19086,0.0,11.8,-,**,28.2,20.8,43672,18675,47.9,26.8,63676,44848,23.9,18.6,-,**,223,118,55069,33302,31.8,23.3,39531,12621,68.2,23.3,72750,44132,72.6,22.1,55972,29417,22.9,21.7,-,**,4.5,8.0,-,**,36,43,-,**,47.2,41.6,-,**,47.2,41.6,-,**,0.0,49.4,-,**,52.8,41.6,-,**,0.0,49.4,-,**,52.8,41.6,-,**,31.7,(X),(X),(X),36.8,(X),(X),(X),0.0,(X),(X),(X)
1600000US0600478,0600478,"Ahwahnee CDP, California",921,155,64049,5622,96.1,4.3,63958,4562,0.0,3.5,-,**,0.0,3.5,-,**,0.0,3.5,-,**,0.0,3.5,-,**,0.0,3.5,-,**,3.9,4.3,83043,44605,2.5,3.9,-,**,96.1,4.3,63958,4562,2.7,3.8,-,**,20.8,13.5,47462,41105,29.1,15.9,86023,64801,47.3,12.9,60526,29381,717,143,67232,19199,24.5,15.9,46894,25393,75.5,15.9,80129,16793,99.3,1.0,66786,19185,0.7,1.0,-,**,0.0,4.4,-,**,204,113,22600,20652,54.4,26.4,-,**,54.4,26.4,-,**,0.0,14.7,-,**,45.6,26.4,-,**,45.6,26.4,-,**,0.0,14.7,-,**,30.9,(X),(X),(X),33.2,(X),(X),(X),23.0,(X),(X),(X)
