GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41,HC01_EST_VC42,HC01_MOE_VC42,HC02_EST_VC42,HC02_MOE_VC42,HC01_EST_VC43,HC01_MOE_VC43,HC02_EST_VC43,HC02_MOE_VC43
Id,Id2,Geography,Total; Estimate; Households,Total; Margin of Error; Households,Median income (dollars); Estimate; Households,Median income (dollars); Margin of Error; Households,Total; Estimate; One race-- - White,Total; Margin of Error; One race-- - White,Median income (dollars); Estimate; One race-- - White,Median income (dollars); Margin of Error; One race-- - White,Total; Estimate; One race-- - Black or African American,Total; Margin of Error; One race-- - Black or African American,Median income (dollars); Estimate; One race-- - Black or African American,Median income (dollars); Margin of Error; One race-- - Black or African American,Total; Estimate; One race-- - American Indian and Alaska Native,Total; Margin of Error; One race-- - American Indian and Alaska Native,Median income (dollars); Estimate; One race-- - American Indian and Alaska Native,Median income (dollars); Margin of Error; One race-- - American Indian and Alaska Native,Total; Estimate; One race-- - Asian,Total; Margin of Error; One race-- - Asian,Median income (dollars); Estimate; One race-- - Asian,Median income (dollars); Margin of Error; One race-- - Asian,Total; Estimate; One race-- - Native Hawaiian and Other Pacific Islander,Total; Margin of Error; One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Estimate; One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Margin of Error; One race-- - Native Hawaiian and Other Pacific Islander,Total; Estimate; One race-- - Some other race,Total; Margin of Error; One race-- - Some other race,Median income (dollars); Estimate; One race-- - Some other race,Median income (dollars); Margin of Error; One race-- - Some other race,Total; Estimate; Two or more races,Total; Margin of Error; Two or more races,Median income (dollars); Estimate; Two or more races,Median income (dollars); Margin of Error; Two or more races,Total; Estimate; Hispanic or Latino origin (of any race),Total; Margin of Error; Hispanic or Latino origin (of any race),Median income (dollars); Estimate; Hispanic or Latino origin (of any race),Median income (dollars); Margin of Error; Hispanic or Latino origin (of any race),"Total; Estimate; White alone, not Hispanic or Latino","Total; Margin of Error; White alone, not Hispanic or Latino","Median income (dollars); Estimate; White alone, not Hispanic or Latino","Median income (dollars); Margin of Error; White alone, not Hispanic or Latino",Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Estimate; FAMILIES - Families,Total; Margin of Error; FAMILIES - Families,Median income (dollars); Estimate; FAMILIES - Families,Median income (dollars); Margin of Error; FAMILIES - Families,Total; Estimate; FAMILIES - Families - With own children under 18 years,Total; Margin of Error; FAMILIES - Families - With own children under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With own children under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With own children under 18 years,Total; Estimate; FAMILIES - Families - With no own children under 18 years,Total; Margin of Error; FAMILIES - Families - With no own children under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With no own children under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With no own children under 18 years,Total; Estimate; FAMILIES - Married-couple families,Total; Margin of Error; FAMILIES - Married-couple families,Median income (dollars); Estimate; FAMILIES - Married-couple families,Median income (dollars); Margin of Error; FAMILIES - Married-couple families,"Total; Estimate; FAMILIES - Female householder, no husband present","Total; Margin of Error; FAMILIES - Female householder, no husband present","Median income (dollars); Estimate; FAMILIES - Female householder, no husband present","Median income (dollars); Margin of Error; FAMILIES - Female householder, no husband present","Total; Estimate; FAMILIES - Male householder, no wife present","Total; Margin of Error; FAMILIES - Male householder, no wife present","Median income (dollars); Estimate; FAMILIES - Male householder, no wife present","Median income (dollars); Margin of Error; FAMILIES - Male householder, no wife present",Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Estimate; NONFAMILY HOUSEHOLDS - Female householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Female householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Female householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Female householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Female householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Female householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Female householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Female householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Female householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Female householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Female householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Female householder - Not living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Male householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Male householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Male householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Male householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Male householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Male householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Male householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Male householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Male householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Male householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Male householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Male householder - Not living alone,Total; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Household income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Family income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months
1600000US0600135,0600135,"Acalanes Ridge CDP, California",459,88,135865,27368,80.2,9.9,127234,37353,0.0,7.8,-,**,0.0,7.8,-,**,19.8,9.9,141319,29281,0.0,7.8,-,**,0.0,7.8,-,**,0.0,7.8,-,**,0.0,7.8,-,**,80.2,9.9,127234,37353,0.0,7.8,-,**,27.9,15.5,160577,97239,59.3,16.7,140694,47301,12.9,10.4,104485,82118,346,106,149919,28318,57.5,17.6,182917,128205,42.5,17.6,148669,25971,89.0,10.8,158393,49894,11.0,10.8,109722,37057,0.0,10.3,-,**,113,61,65625,67800,48.7,31.6,65625,81742,48.7,31.6,65625,81742,0.0,27.6,-,**,51.3,31.6,53750,64904,38.9,31.5,33906,66358,12.4,19.6,-,**,13.3,(X),(X),(X),13.6,(X),(X),(X),12.4,(X),(X),(X)
1600000US0600156,0600156,"Acampo CDP, California",95,102,123635,62980,100.0,31.4,123635,62980,0.0,31.4,-,**,0.0,31.4,-,**,0.0,31.4,-,**,0.0,31.4,-,**,0.0,31.4,-,**,0.0,31.4,-,**,68.4,50.8,-,**,31.6,50.8,24583,400998,0.0,31.4,-,**,18.9,42.0,-,**,81.1,42.0,123981,43715,0.0,31.4,-,**,77,103,123981,43715,0.0,36.1,-,**,100.0,36.1,123981,43715,100.0,36.1,123981,43715,0.0,36.1,-,**,0.0,36.1,-,**,18,28,-,**,0.0,75.1,-,**,0.0,75.1,-,**,0.0,75.1,-,**,100.0,75.1,-,**,100.0,75.1,-,**,0.0,75.1,-,**,100.0,(X),(X),(X),100.0,(X),(X),(X),100.0,(X),(X),(X)
1600000US0600212,0600212,"Acton CDP, California",2458,153,91888,9270,95.0,2.9,91786,10358,0.0,1.5,-,**,0.0,1.5,-,**,0.8,0.8,171250,27259,0.0,1.5,-,**,4.2,2.9,88558,16952,0.0,1.5,-,**,7.6,2.8,84375,10939,89.8,3.1,91250,11667,0.0,1.5,-,**,20.2,5.3,94800,30497,58.4,5.3,97616,5136,21.4,4.2,66719,23956,1972,166,97227,9531,38.7,6.1,95341,26995,61.3,6.1,98884,11756,88.6,5.1,108350,20416,8.2,4.6,45417,47134,3.2,2.5,81477,42467,486,123,45500,11978,39.5,13.3,46979,25100,30.5,13.4,43929,24502,9.1,10.6,-,**,60.5,13.3,44143,20069,41.8,13.5,27841,22404,18.7,10.4,65378,29475,25.0,(X),(X),(X),24.4,(X),(X),(X),27.6,(X),(X),(X)
1600000US0600296,0600296,"Adelanto city, California",7101,409,41113,2682,53.3,5.1,47176,3588,23.0,4.7,20775,6879,0.7,0.8,49178,1562,3.3,1.5,65169,62620,0.5,0.7,128534,74820,14.9,4.4,34375,14131,4.4,1.8,32284,19005,46.3,4.2,42201,4598,23.6,4.3,47986,8181,6.7,3.1,29226,20206,50.5,4.3,44738,6622,32.9,3.8,44986,6242,9.9,2.3,30820,10914,6102,316,41982,4374,65.8,4.4,42053,4127,34.2,4.4,41733,17551,62.3,5.8,52864,3782,31.9,5.8,15858,4063,5.7,2.1,40096,27448,999,291,32770,8217,51.1,10.5,29929,8844,38.3,11.1,26641,19650,12.7,6.7,41813,13886,48.9,10.5,36641,16155,37.4,12.9,32361,21970,11.5,9.3,39712,139344,34.2,(X),(X),(X),32.4,(X),(X),(X),26.7,(X),(X),(X)
1600000US0600310,0600310,"Adin CDP, California",154,60,38750,40758,100.0,21.4,38750,40758,0.0,21.4,-,**,0.0,21.4,-,**,0.0,21.4,-,**,0.0,21.4,-,**,0.0,21.4,-,**,0.0,21.4,-,**,0.0,21.4,-,**,100.0,21.4,38750,40758,0.0,21.4,-,**,23.4,18.3,79464,47576,43.5,23.1,53304,52017,33.1,19.3,14931,10675,95,53,58250,12030,30.5,30.3,59917,37210,69.5,30.3,53214,50519,84.2,24.8,54464,41150,15.8,24.8,-,**,0.0,31.4,-,**,59,39,19345,7540,62.7,28.1,18250,7979,62.7,28.1,18250,7979,0.0,41.5,-,**,37.3,28.1,36250,42177,30.5,25.5,24000,44790,6.8,13.2,-,**,18.2,(X),(X),(X),21.1,(X),(X),(X),13.6,(X),(X),(X)
1600000US0600394,0600394,"Agoura Hills city, California",7229,259,110716,11252,88.6,2.3,111096,10256,0.5,0.5,135329,201348,0.0,0.5,-,**,5.9,1.5,136083,36272,0.0,0.5,-,**,3.2,1.6,51094,50528,1.9,1.2,140406,83739,9.6,2.1,95426,23620,83.3,2.5,111685,10120,1.0,0.8,21490,95152,24.7,3.9,118401,20227,55.9,3.9,140476,21277,18.4,2.8,60787,15694,5676,218,128864,14059,46.6,4.0,148733,14072,53.4,4.0,118706,15711,84.2,4.0,149441,10895,13.5,3.9,39954,17992,2.3,1.3,79271,67549,1553,292,55152,9096,42.8,10.4,51531,10421,38.6,10.0,50383,14324,4.2,3.8,130993,67290,57.2,10.4,71083,45624,41.9,10.3,49479,34136,15.3,7.8,99214,35700,27.8,(X),(X),(X),28.8,(X),(X),(X),24.1,(X),(X),(X)
1600000US0600450,0600450,"Agua Dulce CDP, California",1052,121,101023,28162,95.3,5.9,97196,22285,0.0,3.5,-,**,0.0,3.5,-,**,1.0,1.8,"250,000+",***,0.0,3.5,-,**,0.0,3.5,-,**,3.6,5.7,-,**,16.9,8.6,148333,63378,82.0,8.8,96385,20562,0.0,3.5,-,**,22.2,9.1,84471,56275,61.0,10.0,124044,24858,16.7,6.4,63636,38077,829,136,123125,29316,40.0,12.0,124926,47299,60.0,12.0,108036,34156,92.3,9.4,125774,26201,7.7,9.4,29038,28432,0.0,4.4,-,**,223,79,30813,21793,43.9,20.9,30875,26461,43.9,20.9,30875,26461,0.0,15.4,-,**,56.1,20.9,29896,66731,29.1,18.4,23068,8648,26.9,21.8,192656,226788,37.5,(X),(X),(X),44.0,(X),(X),(X),13.0,(X),(X),(X)
1600000US0600464,0600464,"Aguanga CDP, California",467,184,47983,26852,92.5,6.7,48011,47669,3.6,5.9,-,**,0.0,7.7,-,**,0.0,7.7,-,**,0.0,7.7,-,**,0.0,7.7,-,**,3.9,6.2,-,**,0.0,7.7,-,**,92.5,6.7,48011,47669,0.0,7.7,-,**,0.0,7.7,-,**,54.6,18.4,48324,63145,45.4,18.4,36500,57775,227,125,56838,80040,60.4,29.5,48153,35316,39.6,29.5,113198,43798,86.8,17.9,56838,83873,6.6,11.3,"2,500-",***,6.6,12.3,-,**,240,134,27195,30590,18.8,19.7,11458,29960,12.5,16.1,10417,2055,6.3,10.8,-,**,81.3,19.7,27981,84899,81.3,19.7,27981,84899,0.0,14.4,-,**,39.0,(X),(X),(X),48.9,(X),(X),(X),29.6,(X),(X),(X)
1600000US0600478,0600478,"Ahwahnee CDP, California",795,143,52708,8692,97.6,2.7,52679,10382,0.0,4.6,-,**,0.0,4.6,-,**,0.0,4.6,-,**,0.0,4.6,-,**,0.0,4.6,-,**,2.4,2.7,80125,58673,1.3,2.1,-,**,97.6,2.7,52679,10382,1.3,2.0,-,**,24.0,10.4,48466,99159,35.0,10.7,78571,28223,39.7,11.2,37917,25756,452,134,71250,19226,20.6,14.5,127371,176538,79.4,14.5,62472,21817,96.9,5.6,69907,23529,3.1,5.6,-,**,0.0,8.0,-,**,343,125,19413,13959,53.1,22.0,14813,4567,50.1,23.4,14656,3430,2.9,4.8,-,**,46.9,22.0,29155,3256,46.9,22.0,29155,3256,0.0,10.3,-,**,27.5,(X),(X),(X),28.8,(X),(X),(X),25.9,(X),(X),(X)
1600000US0600535,0600535,"Airport CDP, California",498,96,19667,3053,86.7,9.8,18567,2672,0.0,7.2,-,**,0.0,7.2,-,**,0.0,7.2,-,**,0.0,7.2,-,**,13.3,9.8,33214,20486,0.0,7.2,-,**,58.6,12.1,22866,4093,41.4,12.1,18500,1621,10.2,10.7,4861,14380,31.7,13.1,17708,4093,52.6,14.4,22667,2183,5.4,4.7,14417,65710,394,94,19133,4531,44.2,19.1,16563,10267,55.8,19.1,20345,5582,59.4,16.9,21810,16658,35.8,17.0,18162,10130,4.8,6.1,16016,17258,104,60,13311,4789,26.0,29.8,12750,15582,26.0,29.8,12750,15582,0.0,29.4,-,**,74.0,29.8,13693,9799,52.9,34.6,12321,24413,21.2,30.1,-,**,23.9,(X),(X),(X),25.1,(X),(X),(X),19.2,(X),(X),(X)
1600000US0600562,0600562,"Alameda city, California",29509,475,77249,3090,58.9,1.7,86195,3114,6.6,0.9,42150,6146,0.5,0.2,42933,54698,26.4,1.3,77579,4453,0.6,0.4,39320,52789,2.9,0.7,67619,21742,4.1,0.9,54858,7545,9.8,1.1,70579,9307,53.9,1.6,86833,3975,2.4,0.7,40608,15602,35.0,1.5,83229,3486,42.9,1.6,91203,7895,19.7,1.1,54396,3308,17677,455,95677,3865,46.9,2.1,94059,7608,53.1,2.1,96311,4444,74.8,2.4,109684,5782,18.1,2.2,42269,11074,7.1,1.3,56731,16644,11832,609,56306,3375,57.3,3.1,53679,3883,47.4,3.2,46141,6724,9.9,2.4,87130,14710,42.7,3.1,60569,6970,31.5,3.3,51427,3125,11.2,2.1,91696,10430,22.8,(X),(X),(X),23.4,(X),(X),(X),20.7,(X),(X),(X)
1600000US0600618,0600618,"Alamo CDP, California",5283,247,149495,11682,91.0,2.5,148644,11598,0.7,0.6,143333,127628,0.0,0.7,-,**,6.7,1.9,233281,95890,0.5,0.7,-,**,0.0,0.7,-,**,1.2,1.0,112037,94736,3.1,2.2,103603,38727,88.2,3.3,150583,13010,0.9,0.9,"2,500-",***,20.5,3.7,142339,28393,52.1,3.5,203082,17490,26.5,3.0,100787,20480,4633,252,162694,18022,44.8,3.4,200865,34357,55.2,3.4,147162,13497,91.1,2.8,184650,24956,5.5,2.1,66492,24887,3.4,2.0,53977,54397,650,173,53478,20618,65.7,10.0,44250,5071,64.2,9.9,44058,2778,1.5,2.3,"250,000+",***,34.3,10.0,108490,29362,22.2,8.1,56625,102930,12.2,8.1,109219,124516,26.2,(X),(X),(X),25.5,(X),(X),(X),31.2,(X),(X),(X)
1600000US0600674,0600674,"Albany city, California",7359,254,73728,6936,65.9,3.3,85873,6080,2.0,0.9,53295,7578,0.6,0.6,38750,1237,26.4,3.1,61181,12909,0.2,0.3,-,**,2.0,0.9,26413,16027,2.9,1.3,24022,55567,7.2,1.7,39286,13364,61.3,3.5,89244,9199,1.5,0.9,26875,16325,45.0,2.6,66406,5634,37.0,2.4,96510,10986,16.5,1.8,54438,9691,5020,181,88922,8361,60.3,3.6,86531,9008,39.7,3.6,95288,14407,76.8,3.7,101804,8644,17.9,3.4,59423,10865,5.2,1.8,119464,85806,2339,317,49878,5946,57.8,6.7,45729,9924,44.0,6.8,31607,11641,13.8,4.6,91250,49212,42.2,6.7,53750,7980,37.8,6.6,51635,10119,4.4,1.9,59750,16496,17.5,(X),(X),(X),14.8,(X),(X),(X),20.9,(X),(X),(X)
