"location","year","total","single","multi","multiTwo","multiThreeFour","multiFivePlus","county","status","permits_vli","permits_li","permits_mod","permits_abovemod","permits","permits_check","location_df"
"ADELANTO","1980",12,0,12,8,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADELANTO","1981",50,12,38,22,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADELANTO","1982",172,27,145,34,3,108,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADELANTO","1983",377,27,350,74,127,149,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADELANTO","1984",183,38,145,6,51,88,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADELANTO","1985",229,42,187,26,43,118,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADELANTO","1986",670,205,465,60,60,345,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADELANTO","1987",15,15,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADELANTO","1988",115,35,80,0,0,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADELANTO","1989",42,42,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADELANTO","1990",157,157,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADELANTO","1991",507,507,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADELANTO","1992",966,966,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADELANTO","1993",542,542,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADELANTO","1994",404,404,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADELANTO","1995",207,207,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADELANTO","1996",151,151,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADELANTO","1997",95,95,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADELANTO","1998",11,11,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADELANTO","1999",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADELANTO","2000",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADELANTO","2001",96,96,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADELANTO","2002",327,327,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADELANTO","2003",367,367,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADELANTO","2004",900,900,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADELANTO","2005",1101,1101,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADELANTO","2006",329,329,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADELANTO","2007",307,307,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADELANTO","2008",1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADELANTO","2009",41,41,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADELANTO","2010",54,54,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADELANTO","2011",24,24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADELANTO","2012",20,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADELANTO","2013",58,58,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADELANTO","2014",34,34,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADELANTO","2015",116,116,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADELANTO","2016",6,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADELANTO","2017",90,90,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADELANTO","2018",16,16,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ADELANTO","2019",63,63,0,NA,NA,NA,"SAN BERNARDINO","Final",0,0,0,63,63,63,"ADELANTO"
"AGOURA HILLS","1980",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGOURA HILLS","1981",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGOURA HILLS","1982",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGOURA HILLS","1983",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGOURA HILLS","1984",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGOURA HILLS","1985",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGOURA HILLS","1986",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGOURA HILLS","1987",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGOURA HILLS","1988",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGOURA HILLS","1989",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGOURA HILLS","1990",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGOURA HILLS","1991",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGOURA HILLS","1992",2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGOURA HILLS","1993",2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGOURA HILLS","1994",2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGOURA HILLS","1995",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGOURA HILLS","1996",2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGOURA HILLS","1997",3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGOURA HILLS","1998",2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGOURA HILLS","1999",7,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGOURA HILLS","2000",180,20,160,0,0,160,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGOURA HILLS","2001",35,35,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGOURA HILLS","2002",10,10,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGOURA HILLS","2003",342,6,336,0,0,336,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGOURA HILLS","2004",26,26,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGOURA HILLS","2005",2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGOURA HILLS","2006",5,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGOURA HILLS","2007",7,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGOURA HILLS","2008",2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGOURA HILLS","2009",2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGOURA HILLS","2010",24,24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGOURA HILLS","2011",2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGOURA HILLS","2012",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGOURA HILLS","2013",18,13,5,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGOURA HILLS","2014",33,33,0,0,0,0,"LOS ANGELES","Final",0,0,0,17,17,17,"AGOURA HILLS"
"AGOURA HILLS","2015",2,2,0,0,0,0,"LOS ANGELES","Final",0,0,0,15,15,15,"AGOURA HILLS"
"AGOURA HILLS","2016",3,3,0,0,0,0,"LOS ANGELES","Final",0,0,0,2,2,2,"AGOURA HILLS"
"AGOURA HILLS","2017",3,3,0,0,0,0,"LOS ANGELES","Final",0,0,0,7,7,7,"AGOURA HILLS"
"AGOURA HILLS","2018",3,3,0,0,0,0,"LOS ANGELES","Final",0,0,0,4,4,4,"AGOURA HILLS"
"AGOURA HILLS","2019",3,3,0,NA,NA,NA,"LOS ANGELES","Final",0,0,0,8,8,8,"AGOURA HILLS"
"ALAMEDA","1980",168,164,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA","1981",129,127,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA","1982",87,87,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA","1983",326,322,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA","1984",396,392,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA","1985",382,368,14,14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA","1986",219,219,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA","1987",718,710,8,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA","1988",140,134,6,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA","1989",228,222,6,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA","1990",89,89,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA","1991",70,66,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA","1992",54,46,8,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA","1993",10,10,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA","1994",9,5,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA","1995",178,178,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA","1996",111,111,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA","1997",206,202,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA","1998",51,51,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA","1999",62,62,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA","2000",5,3,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA","2001",32,30,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA","2002",83,79,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA","2003",67,59,8,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA","2004",83,83,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA","2005",151,149,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA","2006",116,112,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA","2007",106,104,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA","2008",2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA","2009",3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA","2010",16,16,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA","2011",24,24,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA","2012",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA","2013",37,1,36,0,0,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA","2014",57,5,52,0,0,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA","2015",181,118,63,0,8,55,"ALAMEDA","Final",19,22,14,192,247,247,"ALAMEDA"
"ALAMEDA","2016",90,59,31,0,0,31,"ALAMEDA","Final",17,14,7,61,99,99,"ALAMEDA"
"ALAMEDA","2017",56,46,10,0,0,10,"ALAMEDA","Final",18,4,5,66,93,93,"ALAMEDA"
"ALAMEDA","2018",31,31,0,0,0,0,"ALAMEDA","Final",1,0,0,180,181,181,"ALAMEDA"
"ALAMEDA","2019",683,61,622,NA,NA,NA,"ALAMEDA","Final",31,28,24,598,681,681,"ALAMEDA"
"ALAMEDA COUNTY UNINCORPORATED AREA","1980",511,393,118,6,53,59,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA COUNTY UNINCORPORATED AREA","1981",602,506,96,14,40,42,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA COUNTY UNINCORPORATED AREA","1982",466,271,195,6,21,168,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA COUNTY UNINCORPORATED AREA","1983",674,342,332,26,58,248,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA COUNTY UNINCORPORATED AREA","1984",466,302,164,0,25,139,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA COUNTY UNINCORPORATED AREA","1985",856,438,418,8,24,386,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA COUNTY UNINCORPORATED AREA","1986",881,420,461,16,48,397,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA COUNTY UNINCORPORATED AREA","1987",678,380,298,20,84,194,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA COUNTY UNINCORPORATED AREA","1988",725,346,379,14,64,301,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA COUNTY UNINCORPORATED AREA","1989",683,406,277,20,72,185,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA COUNTY UNINCORPORATED AREA","1990",377,238,139,14,25,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA COUNTY UNINCORPORATED AREA","1991",276,164,112,10,39,63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA COUNTY UNINCORPORATED AREA","1992",328,163,165,16,26,123,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA COUNTY UNINCORPORATED AREA","1993",240,169,71,8,3,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA COUNTY UNINCORPORATED AREA","1994",191,180,11,6,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA COUNTY UNINCORPORATED AREA","1995",315,276,39,4,27,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA COUNTY UNINCORPORATED AREA","1996",556,398,158,0,32,126,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA COUNTY UNINCORPORATED AREA","1997",387,317,70,0,54,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA COUNTY UNINCORPORATED AREA","1998",503,485,18,2,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA COUNTY UNINCORPORATED AREA","1999",2268,2244,24,8,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA COUNTY UNINCORPORATED AREA","2000",241,177,64,2,10,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA COUNTY UNINCORPORATED AREA","2001",138,128,10,6,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA COUNTY UNINCORPORATED AREA","2002",206,173,33,2,12,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA COUNTY UNINCORPORATED AREA","2003",294,212,82,0,26,56,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA COUNTY UNINCORPORATED AREA","2004",134,83,51,8,10,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA COUNTY UNINCORPORATED AREA","2005",122,101,21,0,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA COUNTY UNINCORPORATED AREA","2006",320,79,241,12,22,207,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA COUNTY UNINCORPORATED AREA","2007",206,49,157,4,15,138,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA COUNTY UNINCORPORATED AREA","2008",54,41,13,6,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA COUNTY UNINCORPORATED AREA","2009",36,26,10,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA COUNTY UNINCORPORATED AREA","2010",9,9,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA COUNTY UNINCORPORATED AREA","2011",50,10,40,0,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA COUNTY UNINCORPORATED AREA","2012",11,11,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA COUNTY UNINCORPORATED AREA","2013",107,22,85,0,0,85,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA COUNTY UNINCORPORATED AREA","2014",30,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA COUNTY UNINCORPORATED AREA","2015",136,43,93,10,6,77,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA COUNTY UNINCORPORATED AREA","2016",32,22,10,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA COUNTY UNINCORPORATED AREA","2017",86,33,53,0,12,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA COUNTY UNINCORPORATED AREA","2018",121,36,85,2,71,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALAMEDA COUNTY UNINCORPORATED AREA","2019",93,87,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANY","1980",18,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANY","1981",12,12,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANY","1982",105,2,103,0,0,103,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANY","1983",3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANY","1984",14,7,7,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANY","1985",34,0,34,0,4,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANY","1986",251,0,251,0,0,251,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANY","1987",11,4,7,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANY","1988",3,0,3,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANY","1989",17,10,7,4,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANY","1990",2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANY","1991",3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANY","1992",4,1,3,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANY","1993",3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANY","1994",1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANY","1995",4,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANY","1996",3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANY","1997",5,3,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANY","1998",3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANY","1999",16,0,16,2,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANY","2000",2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANY","2001",21,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANY","2002",14,2,12,0,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANY","2003",4,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANY","2004",6,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANY","2005",8,8,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANY","2006",53,3,50,0,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANY","2007",7,4,3,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANY","2008",2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANY","2009",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANY","2010",5,1,4,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANY","2011",6,3,3,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANY","2012",1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANY","2013",2,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANY","2014",3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANY","2015",6,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANY","2016",178,3,175,0,0,175,"ALAMEDA","Final",0,0,0,186,186,186,"ALBANY"
"ALBANY","2017",9,9,0,0,0,0,"ALAMEDA","Final",0,0,4,8,12,12,"ALBANY"
"ALBANY","2018",9,9,0,0,0,0,"ALAMEDA","Final",0,0,17,0,17,17,"ALBANY"
"ALBANY","2019",12,12,0,NA,NA,NA,"ALAMEDA","Final",0,0,12,7,19,19,"ALBANY"
"ALHAMBRA","1980",475,7,468,4,80,384,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALHAMBRA","1981",426,2,424,12,43,369,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALHAMBRA","2005",217,36,181,10,10,161,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALHAMBRA","2006",33,21,12,4,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALHAMBRA","2007",78,19,59,14,10,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALHAMBRA","2008",92,17,75,0,12,63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALHAMBRA","2009",73,17,56,6,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALHAMBRA","2010",57,13,44,2,12,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALHAMBRA","2011",100,12,88,0,8,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALHAMBRA","2012",7,3,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALHAMBRA","2013",159,1,158,2,4,152,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALHAMBRA","2014",17,11,6,6,0,0,"LOS ANGELES","Final",0,0,3,29,32,32,"ALHAMBRA"
"ALHAMBRA","2015",273,9,264,4,0,260,"LOS ANGELES","Final",0,0,0,0,0,0,"ALHAMBRA"
"ALHAMBRA","2016",37,23,14,0,0,14,"LOS ANGELES","Final",0,0,0,38,38,38,"ALHAMBRA"
"ALHAMBRA","2017",78,50,28,8,0,20,"LOS ANGELES","Final",0,0,0,74,74,74,"ALHAMBRA"
"ALHAMBRA","2018",34,34,0,0,0,0,"LOS ANGELES","Final",0,2,0,11,13,13,"ALHAMBRA"
"ALHAMBRA","2019",126,39,87,NA,NA,NA,"LOS ANGELES","Final",0,0,0,127,127,127,"ALHAMBRA"
"ALISO VIEJO","1980",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALISO VIEJO","1981",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALISO VIEJO","1982",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALISO VIEJO","1983",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALISO VIEJO","1984",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALISO VIEJO","1985",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALISO VIEJO","1986",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALISO VIEJO","1987",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALISO VIEJO","1988",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALISO VIEJO","1989",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALISO VIEJO","1990",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALISO VIEJO","1991",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALISO VIEJO","1992",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALISO VIEJO","1993",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALISO VIEJO","1994",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALISO VIEJO","1995",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALISO VIEJO","1996",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALISO VIEJO","1997",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALISO VIEJO","1998",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALISO VIEJO","1999",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALISO VIEJO","2000",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALISO VIEJO","2001",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALISO VIEJO","2002",20,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALISO VIEJO","2003",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALISO VIEJO","2004",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALISO VIEJO","2005",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALISO VIEJO","2006",117,37,80,0,4,76,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALISO VIEJO","2007",78,66,12,0,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALISO VIEJO","2008",108,53,55,0,8,47,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALISO VIEJO","2009",107,93,14,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALISO VIEJO","2010",109,59,50,0,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALISO VIEJO","2011",126,105,21,0,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALISO VIEJO","2012",133,133,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALISO VIEJO","2013",34,34,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALISO VIEJO","2014",0,0,0,0,0,0,"ORANGE","Final",0,0,1,0,1,1,"ALISO VIEJO"
"ALISO VIEJO","2015",637,0,637,0,0,637,"ORANGE","Final",33,187,419,0,639,639,"ALISO VIEJO"
"ALISO VIEJO","2016",200,0,200,0,0,200,"ORANGE","Final",50,148,4,0,202,202,"ALISO VIEJO"
