"GEO_id","year","city","n_household","med_income","pct_white","pct_black","pct_asian","pct_hisp","vacancy_rate","own_rate","med_value","pct_wnh","population","land_area","density","H_citytract_NHW","switcher","treat2","treat","year_switch","year_agree"
"0600135",2010,"Acalanes Ridge CDP, California",574,140185,87.3,0,5.9,0,0,0.758064516129032,875000,77.1712158808933,1612,0.46,2468.2,0,0,0,0,NA,NA
"0600135",2011,"Acalanes Ridge CDP, California",482,138672,81.5,0,10.8,0,0,0.816911250873515,841200,70.3703703703704,1431,0.46,2468.2,0,0,0,0,NA,NA
"0600135",2012,"Acalanes Ridge CDP, California",459,135865,80.2,0,19.8,0,0,0.891491022638564,831800,65.495706479313,1281,0.46,2468.2,0,0,0,0,NA,NA
"0600135",2013,"Acalanes Ridge CDP, California",409,152750,74.3,0,18.1,0,0,0.868586858685869,817200,66.3366336633663,1111,0.46,2468.2,0,0,0,0,NA,NA
"0600135",2014,"Acalanes Ridge CDP, California",434,160000,73,0,17.7,0,0,0.874388254486134,807000,65.3344208809135,1226,0.46,2468.2,0,0,0,0,NA,NA
"0600135",2015,"Acalanes Ridge CDP, California",401,156953,63.1,0,23.2,0,0,0.897278314310799,809700,57.7699736611062,1139,0.46,2468.2,0,0,0,0,NA,NA
"0600135",2016,"Acalanes Ridge CDP, California",361,187604,65.7,0,18,0,0,0.973,846700,63,1000,0.46,2468.2,0,0,0,0,NA,NA
"0600135",2017,"Acalanes Ridge CDP, California",305,205078,77,0,5.2,0,0,0.970917225950783,896000,75.9507829977629,894,0.46,2468.2,0,0,0,0,NA,NA
"0600135",2018,"Acalanes Ridge CDP, California",287,195481,100,0,0,0,0,0.941507311586052,966400,94.0382452193476,889,0.46,2468.2,0,0,0,0,NA,NA
"0600135",2019,"Acalanes Ridge CDP, California",317.666666666667,196054.333333333,80.9,0,7.73333333333333,0,0,0.961808179178945,903033.333333333,77.6630094057035,927.666666666667,0.46,2468.2,0,0,0,0,NA,NA
"0600156",2010,"Acampo CDP, California",9,NA,100,0,0,0,0,1,NA,100,25,0.94,363.7,0,0,0,0,NA,NA
"0600156",2011,"Acampo CDP, California",71,121455,100,0,0,85.9,0,1,229100,7.75193798449612,387,0.94,363.7,0,0,0,0,NA,NA
"0600156",2012,"Acampo CDP, California",95,123635,100,0,0,68.4,0,1,236500,11.9047619047619,462,0.94,363.7,0,0,0,0,NA,NA
"0600156",2013,"Acampo CDP, California",138,126923,100,0,0,47.1,0,1,321100,35.5855855855856,666,0.94,363.7,0,0,0,0,NA,NA
"0600156",2014,"Acampo CDP, California",190,141250,100,0,0,31.1,0,0.815721649484536,302800,45.1030927835052,776,0.94,363.7,0,0,0,0,NA,NA
"0600156",2015,"Acampo CDP, California",190,152713,100,0,0,29.5,0,0.832274459974587,NA,46.8869123252859,787,0.94,363.7,0,0,0,0,NA,NA
"0600156",2016,"Acampo CDP, California",178,155385,100,0,0,0,0,0.748927038626609,NA,100,466,0.94,363.7,0,0,0,0,NA,NA
"0600156",2017,"Acampo CDP, California",183,158048,100,0,0,0,0,0.759615384615385,NA,100,520,0.94,363.7,0,0,0,0,NA,NA
"0600156",2018,"Acampo CDP, California",138,141587,100,0,0,0,0,0.571428571428571,NA,100,294,0.94,363.7,0,0,0,0,NA,NA
"0600156",2019,"Acampo CDP, California",166.333333333333,151673.333333333,100,0,0,0,0,0.693323664890188,NA,100,426.666666666667,0.94,363.7,0,0,0,0,NA,NA
"0600212",2010,"Acton CDP, California",2378,90888,95.1,0,1.1,7.1,0.0757870190439176,0.906433566433566,561900,83.0909090909091,7150,39.26,193.5,0.040640153,0,0,0,NA,NA
"0600212",2011,"Acton CDP, California",2414,87896,95.3,0,0.5,8.5,0.0779220779220779,0.887175893482831,510300,80.8489773045671,7138,39.26,193.5,0.040640153,0,0,0,NA,NA
"0600212",2012,"Acton CDP, California",2458,91888,95,0,0.8,7.6,0.069996216420734,0.904949381327334,464300,82.4083181115639,7117,39.26,193.5,0.040640153,0,0,0,NA,NA
"0600212",2013,"Acton CDP, California",2417,89886,94.3,0,0.7,9.8,0.101152844923763,0.873271560940841,434100,78.6955283395044,7022,39.26,193.5,0.040640153,0,0,0,NA,NA
"0600212",2014,"Acton CDP, California",2533,92245,93.2,0,0.9,10.1,0.0862193362193362,0.889560835133189,421700,78.7234042553192,6956,39.26,193.5,0.040640153,0,0,0,NA,NA
"0600212",2015,"Acton CDP, California",2473,89150,92.1,0.5,0.4,11,0.109149855907781,0.917955997161107,427100,77.3873618588835,7058,39.26,193.5,0.040640153,0,0,0,NA,NA
"0600212",2016,"Acton CDP, California",2574,91168,88.3,0.5,0.7,14.2,0.0962078651685393,0.913371524381724,459100,79.6373779637378,7170,39.26,193.5,0.040640153,0,0,0,NA,NA
"0600212",2017,"Acton CDP, California",2626,90859,89,0.4,0.8,14.6,0.0846985012199373,0.912319339298004,497700,78.2907392140698,7278,39.26,193.5,0.040640153,0,0,0,NA,NA
"0600212",2018,"Acton CDP, California",2667,96801,88.8,0.4,1.5,15.1,0.0684596577017115,0.946590433691256,528600,76.8545581071677,7185,39.26,193.5,0.040640153,0,0,0,NA,NA
"0600212",2019,"Acton CDP, California",2622.33333333333,92942.6666666667,88.7,0.433333333333333,1,14.6333333333333,0.0831220080300627,0.924093765790328,495133.333333333,78.2608917616584,7211,39.26,193.5,0.040640153,0,0,0,NA,NA
"0600296",2010,"Adelanto city, California",7040,43305,55,23.4,3.7,42.7,0.150886503437462,0.609071042166732,170500,18.5324553151458,29764,56.01,567.1,0.009308154,0,0,0,NA,NA
"0600296",2011,"Adelanto city, California",7060,42208,55.3,22.8,2.9,43.4,0.161221337768801,0.604922325013091,118500,18.7675252689925,30670,56.01,567.1,0.009308154,0,0,0,NA,NA
