GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41,HC01_EST_VC42,HC01_MOE_VC42,HC02_EST_VC42,HC02_MOE_VC42,HC01_EST_VC43,HC01_MOE_VC43,HC02_EST_VC43,HC02_MOE_VC43
Id,Id2,Geography,Total; Estimate; Households,Total; Margin of Error; Households,Median income (dollars); Estimate; Households,Median income (dollars); Margin of Error; Households,Total; Estimate; One race-- - White,Total; Margin of Error; One race-- - White,Median income (dollars); Estimate; One race-- - White,Median income (dollars); Margin of Error; One race-- - White,Total; Estimate; One race-- - Black or African American,Total; Margin of Error; One race-- - Black or African American,Median income (dollars); Estimate; One race-- - Black or African American,Median income (dollars); Margin of Error; One race-- - Black or African American,Total; Estimate; One race-- - American Indian and Alaska Native,Total; Margin of Error; One race-- - American Indian and Alaska Native,Median income (dollars); Estimate; One race-- - American Indian and Alaska Native,Median income (dollars); Margin of Error; One race-- - American Indian and Alaska Native,Total; Estimate; One race-- - Asian,Total; Margin of Error; One race-- - Asian,Median income (dollars); Estimate; One race-- - Asian,Median income (dollars); Margin of Error; One race-- - Asian,Total; Estimate; One race-- - Native Hawaiian and Other Pacific Islander,Total; Margin of Error; One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Estimate; One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Margin of Error; One race-- - Native Hawaiian and Other Pacific Islander,Total; Estimate; One race-- - Some other race,Total; Margin of Error; One race-- - Some other race,Median income (dollars); Estimate; One race-- - Some other race,Median income (dollars); Margin of Error; One race-- - Some other race,Total; Estimate; Two or more races,Total; Margin of Error; Two or more races,Median income (dollars); Estimate; Two or more races,Median income (dollars); Margin of Error; Two or more races,Total; Estimate; Hispanic or Latino origin (of any race),Total; Margin of Error; Hispanic or Latino origin (of any race),Median income (dollars); Estimate; Hispanic or Latino origin (of any race),Median income (dollars); Margin of Error; Hispanic or Latino origin (of any race),"Total; Estimate; White alone, not Hispanic or Latino","Total; Margin of Error; White alone, not Hispanic or Latino","Median income (dollars); Estimate; White alone, not Hispanic or Latino","Median income (dollars); Margin of Error; White alone, not Hispanic or Latino",Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Estimate; FAMILIES - Families,Total; Margin of Error; FAMILIES - Families,Median income (dollars); Estimate; FAMILIES - Families,Median income (dollars); Margin of Error; FAMILIES - Families,Total; Estimate; FAMILIES - Families - With own children under 18 years,Total; Margin of Error; FAMILIES - Families - With own children under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With own children under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With own children under 18 years,Total; Estimate; FAMILIES - Families - With no own children under 18 years,Total; Margin of Error; FAMILIES - Families - With no own children under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With no own children under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With no own children under 18 years,Total; Estimate; FAMILIES - Married-couple families,Total; Margin of Error; FAMILIES - Married-couple families,Median income (dollars); Estimate; FAMILIES - Married-couple families,Median income (dollars); Margin of Error; FAMILIES - Married-couple families,"Total; Estimate; FAMILIES - Female householder, no husband present","Total; Margin of Error; FAMILIES - Female householder, no husband present","Median income (dollars); Estimate; FAMILIES - Female householder, no husband present","Median income (dollars); Margin of Error; FAMILIES - Female householder, no husband present","Total; Estimate; FAMILIES - Male householder, no wife present","Total; Margin of Error; FAMILIES - Male householder, no wife present","Median income (dollars); Estimate; FAMILIES - Male householder, no wife present","Median income (dollars); Margin of Error; FAMILIES - Male householder, no wife present",Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Estimate; NONFAMILY HOUSEHOLDS - Female householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Female householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Female householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Female householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Female householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Female householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Female householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Female householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Female householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Female householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Female householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Female householder - Not living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Male householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Male householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Male householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Male householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Male householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Male householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Male householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Male householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Male householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Male householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Male householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Male householder - Not living alone,Total; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Household income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Family income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months
1600000US0600135,0600135,"Acalanes Ridge CDP, California",574,121,140185,30958,87.3,9.3,135917,30217,0.0,6.7,-,**,0.0,6.7,-,**,5.9,5.1,103000,240423,6.8,9.3,-,**,0.0,6.7,-,**,0.0,6.7,-,**,0.0,6.7,-,**,87.3,9.3,135917,30217,0.0,6.7,-,**,45.1,14.8,158109,54555,42.9,14.4,136333,78591,12.0,8.0,99931,90129,427,129,157596,36602,60.9,17.5,176875,114547,39.1,17.5,151118,19497,95.8,4.9,158173,45504,4.2,4.9,102750,117008,0.0,8.9,-,**,147,70,61827,27510,72.8,27.3,61827,45324,72.8,27.3,61827,45324,0.0,23.5,-,**,27.2,27.3,57500,33860,13.6,21.6,-,**,13.6,19.6,-,**,31.5,(X),(X),(X),29.3,(X),(X),(X),38.1,(X),(X),(X)
1600000US0600156,0600156,"Acampo CDP, California",9,14,-,**,100.0,100.0,-,**,0.0,100.0,-,**,0.0,100.0,-,**,0.0,100.0,-,**,0.0,100.0,-,**,0.0,100.0,-,**,0.0,100.0,-,**,0.0,100.0,-,**,100.0,100.0,-,**,0.0,100.0,-,**,0.0,100.0,-,**,100.0,100.0,-,**,0.0,100.0,-,**,9,14,-,**,0.0,100.0,-,**,100.0,100.0,-,**,100.0,100.0,-,**,0.0,100.0,-,**,0.0,100.0,-,**,0,132,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,100.0,(X),(X),(X),100.0,(X),(X),(X),-,(X),(X),(X)
1600000US0600212,0600212,"Acton CDP, California",2378,166,90888,5753,95.1,2.2,91016,5990,0.0,1.7,-,**,0.0,1.7,-,**,1.1,1.1,146250,69784,0.0,1.7,-,**,3.8,1.8,83203,48184,0.0,1.7,-,**,7.1,2.5,83125,29794,91.5,2.9,91250,6595,0.0,1.7,-,**,25.8,4.5,103304,29143,58.9,5.5,93162,9851,15.3,3.7,60066,29378,1945,168,99778,9025,41.6,5.4,98235,14322,58.4,5.4,102313,8975,90.0,4.6,104512,7982,8.7,4.6,43184,27074,1.3,1.5,105547,20717,433,147,42829,24803,27.7,12.9,36250,25491,26.1,12.4,32218,22911,1.6,2.8,-,**,72.3,12.9,43875,41209,47.3,17.5,29844,79327,24.9,16.3,61250,34958,24.6,(X),(X),(X),24.6,(X),(X),(X),24.9,(X),(X),(X)
1600000US0600296,0600296,"Adelanto city, California",7040,328,43305,3460,55.0,4.6,47252,5001,23.4,3.4,28310,15302,1.1,0.8,47419,6020,3.7,1.8,57778,34435,0.8,1.0,120609,107576,12.8,2.7,34405,8899,3.2,1.6,42679,16861,42.7,3.8,43154,4349,26.1,3.4,52240,9826,5.2,2.0,30793,6774,50.5,4.4,51011,5182,35.9,3.9,40625,8167,8.4,1.8,26354,12894,5891,246,44184,3000,69.9,4.1,43263,3167,30.1,4.1,48851,9523,61.0,4.3,57602,4356,31.4,4.6,18734,4117,7.6,2.6,41818,25016,1149,244,27536,9085,46.6,10.7,25387,9570,32.9,9.4,19737,6530,13.7,7.6,39250,10307,53.4,10.7,34464,12257,41.8,10.0,35982,12328,11.7,8.6,27500,18312,29.8,(X),(X),(X),29.4,(X),(X),(X),25.8,(X),(X),(X)
1600000US0600310,0600310,"Adin CDP, California",186,75,31500,27009,100.0,19.2,31500,27009,0.0,19.2,-,**,0.0,19.2,-,**,0.0,19.2,-,**,0.0,19.2,-,**,0.0,19.2,-,**,0.0,19.2,-,**,0.0,19.2,-,**,100.0,19.2,31500,27009,2.7,5.5,-,**,25.3,20.7,100150,51860,34.4,21.4,50139,22846,37.6,18.1,23167,14723,111,57,52431,15810,36.0,30.5,57000,25351,64.0,30.5,28438,43558,77.5,29.3,50694,41564,22.5,29.3,-,**,0.0,29.4,-,**,75,46,22750,10146,77.3,22.9,19000,9280,62.7,30.2,18313,6330,14.7,21.9,-,**,22.7,22.9,31750,19285,16.0,17.6,45357,24328,6.7,13.9,-,**,10.2,(X),(X),(X),3.6,(X),(X),(X),20.0,(X),(X),(X)
1600000US0600394,0600394,"Agoura Hills city, California",7393,212,106886,9995,86.9,2.8,109969,9298,1.7,1.3,41156,16397,0.0,0.5,-,**,7.2,1.8,158015,50834,0.0,0.5,-,**,2.2,1.4,80250,24073,1.9,1.0,94063,59986,7.3,2.1,96760,20487,83.1,3.2,110323,9876,1.2,0.9,20486,72084,27.1,3.4,114080,21705,56.4,3.9,138029,20727,15.3,2.4,55893,14755,5676,206,133143,14524,49.6,4.1,151510,16082,50.4,4.1,113808,13260,86.4,3.9,151232,13146,10.9,3.4,54087,21183,2.7,1.7,105147,50307,1717,282,54356,13455,43.0,9.3,53458,5927,38.1,8.8,53521,6303,4.8,4.1,29583,221743,57.0,9.3,75045,49939,44.4,9.6,49231,9660,12.6,5.4,96750,25854,24.6,(X),(X),(X),25.1,(X),(X),(X),22.0,(X),(X),(X)
1600000US0600450,0600450,"Agua Dulce CDP, California",997,137,96536,26651,95.1,4.9,97071,25611,0.0,3.9,-,**,0.0,3.9,-,**,0.9,1.5,"250,000+",***,0.0,3.9,-,**,0.8,1.6,-,**,3.2,4.3,55900,49168,11.1,5.1,140457,43230,84.8,6.8,94648,26288,0.0,3.9,-,**,19.5,8.1,140671,102854,67.1,9.6,97639,27629,13.4,5.7,65000,22477,816,127,103214,28898,31.5,8.4,141006,69658,68.5,8.4,96458,17977,90.4,9.0,120357,39353,8.2,8.9,26528,37025,1.3,2.2,-,**,181,80,29145,30778,39.8,21.9,23846,36405,39.8,21.9,23846,36405,0.0,19.7,-,**,60.2,21.9,31250,110489,39.8,22.4,22500,21992,20.4,22.3,183348,137095,38.6,(X),(X),(X),42.2,(X),(X),(X),22.7,(X),(X),(X)
1600000US0600464,0600464,"Aguanga CDP, California",468,173,45702,9256,88.9,10.6,45811,7668,4.5,7.3,-,**,0.0,8.2,-,**,0.0,8.2,-,**,0.0,8.2,-,**,2.6,4.1,-,**,4.1,6.1,-,**,2.6,4.1,-,**,88.9,10.6,45811,7668,0.0,8.2,-,**,5.1,5.7,46250,85521,41.7,19.8,46107,1890,53.2,18.9,34254,26595,346,167,46667,3377,55.2,25.0,46436,13757,44.8,25.0,49886,40594,89.9,11.4,46678,2936,5.2,8.6,"2,500-",***,4.9,8.7,-,**,122,73,17414,16935,63.1,32.8,15474,6848,50.8,34.2,12237,7252,12.3,19.8,-,**,36.9,32.8,26641,107704,36.9,32.8,26641,107704,0.0,27.3,-,**,23.9,(X),(X),(X),28.0,(X),(X),(X),12.3,(X),(X),(X)
1600000US0600478,0600478,"Ahwahnee CDP, California",867,147,45670,14742,100.0,4.5,45670,14742,0.0,4.5,-,**,0.0,4.5,-,**,0.0,4.5,-,**,0.0,4.5,-,**,0.0,4.5,-,**,0.0,4.5,-,**,0.0,4.5,-,**,100.0,4.5,45670,14742,0.0,4.5,-,**,24.1,9.0,39886,31714,37.4,11.2,59728,37705,38.5,10.8,33971,16619,596,158,53750,9812,31.0,13.8,41150,195995,69.0,13.8,55859,7835,96.3,3.9,53438,9711,2.2,3.3,-,**,1.5,2.3,-,**,271,110,25348,3814,60.9,24.4,19712,11879,55.7,24.4,18365,9953,5.2,7.6,-,**,39.1,24.4,26223,2237,39.1,24.4,26223,2237,0.0,13.7,-,**,32.4,(X),(X),(X),34.1,(X),(X),(X),28.8,(X),(X),(X)
