GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2014 Inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2014 Inflation-adjusted dollars)
1500000US060371011101,060371011101,"Block Group 1, Census Tract 1011.10, Los Angeles County, California",55238,18586
1500000US060371011102,060371011102,"Block Group 2, Census Tract 1011.10, Los Angeles County, California",46009,10122
1500000US060371011103,060371011103,"Block Group 3, Census Tract 1011.10, Los Angeles County, California",61750,34019
1500000US060371011221,060371011221,"Block Group 1, Census Tract 1011.22, Los Angeles County, California",118036,31987
1500000US060371011222,060371011222,"Block Group 2, Census Tract 1011.22, Los Angeles County, California",107391,29998
1500000US060371012101,060371012101,"Block Group 1, Census Tract 1012.10, Los Angeles County, California",38500,11768
1500000US060371012102,060371012102,"Block Group 2, Census Tract 1012.10, Los Angeles County, California",39932,8800
1500000US060371012201,060371012201,"Block Group 1, Census Tract 1012.20, Los Angeles County, California",62813,10827
1500000US060371012202,060371012202,"Block Group 2, Census Tract 1012.20, Los Angeles County, California",32407,11060
1500000US060371013001,060371013001,"Block Group 1, Census Tract 1013, Los Angeles County, California",89583,14639
1500000US060371013002,060371013002,"Block Group 2, Census Tract 1013, Los Angeles County, California",91250,21479
1500000US060371013003,060371013003,"Block Group 3, Census Tract 1013, Los Angeles County, California",78095,42005
1500000US060371013004,060371013004,"Block Group 4, Census Tract 1013, Los Angeles County, California",71250,20803
1500000US060371014001,060371014001,"Block Group 1, Census Tract 1014, Los Angeles County, California",31806,16433
1500000US060371014002,060371014002,"Block Group 2, Census Tract 1014, Los Angeles County, California",66250,31652
1500000US060371014003,060371014003,"Block Group 3, Census Tract 1014, Los Angeles County, California",66750,18214
1500000US060371021031,060371021031,"Block Group 1, Census Tract 1021.03, Los Angeles County, California",69375,16506
1500000US060371021041,060371021041,"Block Group 1, Census Tract 1021.04, Los Angeles County, California",84667,18243
1500000US060371021042,060371021042,"Block Group 2, Census Tract 1021.04, Los Angeles County, California",77145,2286
1500000US060371021051,060371021051,"Block Group 1, Census Tract 1021.05, Los Angeles County, California",36417,49714
1500000US060371021052,060371021052,"Block Group 2, Census Tract 1021.05, Los Angeles County, California",60284,32223
1500000US060371021071,060371021071,"Block Group 1, Census Tract 1021.07, Los Angeles County, California",52340,12884
1500000US060371021072,060371021072,"Block Group 2, Census Tract 1021.07, Los Angeles County, California",56944,20482
1500000US060371031011,060371031011,"Block Group 1, Census Tract 1031.01, Los Angeles County, California",73654,14132
1500000US060371031012,060371031012,"Block Group 2, Census Tract 1031.01, Los Angeles County, California",60673,29145
1500000US060371031021,060371031021,"Block Group 1, Census Tract 1031.02, Los Angeles County, California",64531,18506
1500000US060371031022,060371031022,"Block Group 2, Census Tract 1031.02, Los Angeles County, California",84453,40041
1500000US060371031023,060371031023,"Block Group 3, Census Tract 1031.02, Los Angeles County, California",67305,15661
1500000US060371031024,060371031024,"Block Group 4, Census Tract 1031.02, Los Angeles County, California",39828,39100
1500000US060371031025,060371031025,"Block Group 5, Census Tract 1031.02, Los Angeles County, California",101071,19616
1500000US060371032001,060371032001,"Block Group 1, Census Tract 1032, Los Angeles County, California",72880,19420
1500000US060371032002,060371032002,"Block Group 2, Census Tract 1032, Los Angeles County, California",76333,32242
1500000US060371032003,060371032003,"Block Group 3, Census Tract 1032, Los Angeles County, California",35756,6947
1500000US060371033001,060371033001,"Block Group 1, Census Tract 1033, Los Angeles County, California",91969,43974
1500000US060371033002,060371033002,"Block Group 2, Census Tract 1033, Los Angeles County, California",59861,40818
1500000US060371034001,060371034001,"Block Group 1, Census Tract 1034, Los Angeles County, California",34688,12527
1500000US060371034002,060371034002,"Block Group 2, Census Tract 1034, Los Angeles County, California",61083,14685
1500000US060371034003,060371034003,"Block Group 3, Census Tract 1034, Los Angeles County, California",101250,51510
1500000US060371034004,060371034004,"Block Group 4, Census Tract 1034, Los Angeles County, California",57337,13790
1500000US060371034005,060371034005,"Block Group 5, Census Tract 1034, Los Angeles County, California",85888,14950
1500000US060371041031,060371041031,"Block Group 1, Census Tract 1041.03, Los Angeles County, California",72452,7804
1500000US060371041032,060371041032,"Block Group 2, Census Tract 1041.03, Los Angeles County, California",64010,5278
1500000US060371041051,060371041051,"Block Group 1, Census Tract 1041.05, Los Angeles County, California",67100,13270
1500000US060371041052,060371041052,"Block Group 2, Census Tract 1041.05, Los Angeles County, California",27500,3711
1500000US060371041081,060371041081,"Block Group 1, Census Tract 1041.08, Los Angeles County, California",48333,14844
1500000US060371041082,060371041082,"Block Group 2, Census Tract 1041.08, Los Angeles County, California",29500,7747
1500000US060371041083,060371041083,"Block Group 3, Census Tract 1041.08, Los Angeles County, California",54688,29979
1500000US060371041241,060371041241,"Block Group 1, Census Tract 1041.24, Los Angeles County, California",82955,26558
1500000US060371041242,060371041242,"Block Group 2, Census Tract 1041.24, Los Angeles County, California",71346,14571
1500000US060371041243,060371041243,"Block Group 3, Census Tract 1041.24, Los Angeles County, California",101719,25075
1500000US060371042011,060371042011,"Block Group 1, Census Tract 1042.01, Los Angeles County, California",37031,6574
1500000US060371042012,060371042012,"Block Group 2, Census Tract 1042.01, Los Angeles County, California",47958,8475
1500000US060371042013,060371042013,"Block Group 3, Census Tract 1042.01, Los Angeles County, California",57147,20919
1500000US060371042031,060371042031,"Block Group 1, Census Tract 1042.03, Los Angeles County, California",32617,9188
1500000US060371042032,060371042032,"Block Group 2, Census Tract 1042.03, Los Angeles County, California",51625,7364
1500000US060371042041,060371042041,"Block Group 1, Census Tract 1042.04, Los Angeles County, California",37708,20576
1500000US060371042042,060371042042,"Block Group 2, Census Tract 1042.04, Los Angeles County, California",65481,26628
1500000US060371043101,060371043101,"Block Group 1, Census Tract 1043.10, Los Angeles County, California",46250,7116
1500000US060371043102,060371043102,"Block Group 2, Census Tract 1043.10, Los Angeles County, California",59306,22116
1500000US060371043103,060371043103,"Block Group 3, Census Tract 1043.10, Los Angeles County, California",62841,20689
1500000US060371043201,060371043201,"Block Group 1, Census Tract 1043.20, Los Angeles County, California",40952,14121
1500000US060371043202,060371043202,"Block Group 2, Census Tract 1043.20, Los Angeles County, California",28304,89127
1500000US060371043203,060371043203,"Block Group 3, Census Tract 1043.20, Los Angeles County, California",49042,15087
