GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Owner occupied,Margin of Error; Total: - Owner occupied,Estimate; Total: - Renter occupied,Margin of Error; Total: - Renter occupied
1500000US060371011101,060371011101,"Block Group 1, Census Tract 1011.10, Los Angeles County, California",2278,476,1062,314,1216,519
1500000US060371011102,060371011102,"Block Group 2, Census Tract 1011.10, Los Angeles County, California",1502,324,791,272,711,261
1500000US060371011103,060371011103,"Block Group 3, Census Tract 1011.10, Los Angeles County, California",1125,300,882,268,243,139
1500000US060371011221,060371011221,"Block Group 1, Census Tract 1011.22, Los Angeles County, California",2194,362,1876,382,318,146
1500000US060371011222,060371011222,"Block Group 2, Census Tract 1011.22, Los Angeles County, California",1305,277,1188,268,117,120
1500000US060371012101,060371012101,"Block Group 1, Census Tract 1012.10, Los Angeles County, California",2943,578,495,337,2448,561
1500000US060371012102,060371012102,"Block Group 2, Census Tract 1012.10, Los Angeles County, California",3601,578,472,262,3129,611
1500000US060371012201,060371012201,"Block Group 1, Census Tract 1012.20, Los Angeles County, California",1111,293,658,277,453,178
1500000US060371012202,060371012202,"Block Group 2, Census Tract 1012.20, Los Angeles County, California",2012,316,560,206,1452,315
1500000US060371013001,060371013001,"Block Group 1, Census Tract 1013, Los Angeles County, California",1377,324,1195,346,182,138
1500000US060371013002,060371013002,"Block Group 2, Census Tract 1013, Los Angeles County, California",900,265,778,255,122,81
1500000US060371013003,060371013003,"Block Group 3, Census Tract 1013, Los Angeles County, California",945,269,672,211,273,254
1500000US060371013004,060371013004,"Block Group 4, Census Tract 1013, Los Angeles County, California",977,295,931,293,46,50
1500000US060371014001,060371014001,"Block Group 1, Census Tract 1014, Los Angeles County, California",933,262,359,192,574,233
1500000US060371014002,060371014002,"Block Group 2, Census Tract 1014, Los Angeles County, California",1707,359,1393,394,314,227
1500000US060371014003,060371014003,"Block Group 3, Census Tract 1014, Los Angeles County, California",1348,251,1051,266,297,148
1500000US060371021031,060371021031,"Block Group 1, Census Tract 1021.03, Los Angeles County, California",1755,256,1489,288,266,109
1500000US060371021041,060371021041,"Block Group 1, Census Tract 1021.04, Los Angeles County, California",1899,275,1433,334,466,205
1500000US060371021042,060371021042,"Block Group 2, Census Tract 1021.04, Los Angeles County, California",1072,343,798,310,274,206
1500000US060371021051,060371021051,"Block Group 1, Census Tract 1021.05, Los Angeles County, California",944,341,734,350,210,143
1500000US060371021052,060371021052,"Block Group 2, Census Tract 1021.05, Los Angeles County, California",903,248,401,196,502,261
1500000US060371021071,060371021071,"Block Group 1, Census Tract 1021.07, Los Angeles County, California",2226,420,1312,355,914,340
1500000US060371021072,060371021072,"Block Group 2, Census Tract 1021.07, Los Angeles County, California",1094,309,810,342,284,178
1500000US060371031011,060371031011,"Block Group 1, Census Tract 1031.01, Los Angeles County, California",1778,225,1324,237,454,258
1500000US060371031012,060371031012,"Block Group 2, Census Tract 1031.01, Los Angeles County, California",995,250,911,253,84,73
1500000US060371031021,060371031021,"Block Group 1, Census Tract 1031.02, Los Angeles County, California",1309,408,1213,387,96,157
1500000US060371031022,060371031022,"Block Group 2, Census Tract 1031.02, Los Angeles County, California",772,254,512,254,260,189
1500000US060371031023,060371031023,"Block Group 3, Census Tract 1031.02, Los Angeles County, California",1299,441,1063,446,236,145
1500000US060371031024,060371031024,"Block Group 4, Census Tract 1031.02, Los Angeles County, California",743,311,341,178,402,271
1500000US060371031025,060371031025,"Block Group 5, Census Tract 1031.02, Los Angeles County, California",982,294,790,296,192,190
1500000US060371032001,060371032001,"Block Group 1, Census Tract 1032, Los Angeles County, California",2020,366,1565,424,455,340
1500000US060371032002,060371032002,"Block Group 2, Census Tract 1032, Los Angeles County, California",2074,528,1756,503,318,180
1500000US060371032003,060371032003,"Block Group 3, Census Tract 1032, Los Angeles County, California",1637,346,887,299,750,209
1500000US060371033001,060371033001,"Block Group 1, Census Tract 1033, Los Angeles County, California",1610,328,1491,365,119,110
1500000US060371033002,060371033002,"Block Group 2, Census Tract 1033, Los Angeles County, California",1626,307,1280,195,346,269
1500000US060371034001,060371034001,"Block Group 1, Census Tract 1034, Los Angeles County, California",1388,489,831,403,557,329
1500000US060371034002,060371034002,"Block Group 2, Census Tract 1034, Los Angeles County, California",936,320,817,310,119,160
1500000US060371034003,060371034003,"Block Group 3, Census Tract 1034, Los Angeles County, California",478,212,374,180,104,150
1500000US060371034004,060371034004,"Block Group 4, Census Tract 1034, Los Angeles County, California",1166,381,758,407,408,237
1500000US060371034005,060371034005,"Block Group 5, Census Tract 1034, Los Angeles County, California",2644,546,1557,407,1087,514
1500000US060371041031,060371041031,"Block Group 1, Census Tract 1041.03, Los Angeles County, California",2058,432,1547,357,511,327
1500000US060371041032,060371041032,"Block Group 2, Census Tract 1041.03, Los Angeles County, California",1403,266,1108,263,295,196
1500000US060371041051,060371041051,"Block Group 1, Census Tract 1041.05, Los Angeles County, California",1566,363,1337,329,229,257
1500000US060371041052,060371041052,"Block Group 2, Census Tract 1041.05, Los Angeles County, California",4078,497,1661,531,2417,493
1500000US060371041081,060371041081,"Block Group 1, Census Tract 1041.08, Los Angeles County, California",2239,523,1492,475,747,420
1500000US060371041082,060371041082,"Block Group 2, Census Tract 1041.08, Los Angeles County, California",2169,575,741,381,1428,532
1500000US060371041083,060371041083,"Block Group 3, Census Tract 1041.08, Los Angeles County, California",987,343,696,311,291,213
1500000US060371041241,060371041241,"Block Group 1, Census Tract 1041.24, Los Angeles County, California",1739,417,1591,381,148,191
1500000US060371041242,060371041242,"Block Group 2, Census Tract 1041.24, Los Angeles County, California",1795,566,930,333,865,517
1500000US060371041243,060371041243,"Block Group 3, Census Tract 1041.24, Los Angeles County, California",546,203,421,156,125,152
1500000US060371042011,060371042011,"Block Group 1, Census Tract 1042.01, Los Angeles County, California",1372,484,983,339,389,334
1500000US060371042012,060371042012,"Block Group 2, Census Tract 1042.01, Los Angeles County, California",2327,522,1587,458,740,554
1500000US060371042013,060371042013,"Block Group 3, Census Tract 1042.01, Los Angeles County, California",998,332,825,318,173,145
1500000US060371042031,060371042031,"Block Group 1, Census Tract 1042.03, Los Angeles County, California",2508,482,454,195,2054,501
1500000US060371042032,060371042032,"Block Group 2, Census Tract 1042.03, Los Angeles County, California",2104,401,1374,342,730,302
1500000US060371042041,060371042041,"Block Group 1, Census Tract 1042.04, Los Angeles County, California",1241,376,505,249,736,285
1500000US060371042042,060371042042,"Block Group 2, Census Tract 1042.04, Los Angeles County, California",2035,491,1787,522,248,171
1500000US060371043101,060371043101,"Block Group 1, Census Tract 1043.10, Los Angeles County, California",1405,388,760,212,645,354
1500000US060371043102,060371043102,"Block Group 2, Census Tract 1043.10, Los Angeles County, California",1756,353,1237,392,519,329
1500000US060371043103,060371043103,"Block Group 3, Census Tract 1043.10, Los Angeles County, California",1549,449,1287,464,262,156
1500000US060371043201,060371043201,"Block Group 1, Census Tract 1043.20, Los Angeles County, California",2722,822,1515,659,1207,686
1500000US060371043202,060371043202,"Block Group 2, Census Tract 1043.20, Los Angeles County, California",1778,992,566,412,1212,975
1500000US060371043203,060371043203,"Block Group 3, Census Tract 1043.20, Los Angeles County, California",534,365,205,145,329,333
1500000US060371043204,060371043204,"Block Group 4, Census Tract 1043.20, Los Angeles County, California",731,421,359,221,372,346
1500000US060371044011,060371044011,"Block Group 1, Census Tract 1044.01, Los Angeles County, California",1394,435,757,321,637,332
1500000US060371044012,060371044012,"Block Group 2, Census Tract 1044.01, Los Angeles County, California",1896,293,1279,331,617,257
1500000US060371044031,060371044031,"Block Group 1, Census Tract 1044.03, Los Angeles County, California",2042,607,919,375,1123,648
1500000US060371044032,060371044032,"Block Group 2, Census Tract 1044.03, Los Angeles County, California",1226,314,853,314,373,246
1500000US060371044041,060371044041,"Block Group 1, Census Tract 1044.04, Los Angeles County, California",925,272,589,248,336,199
1500000US060371044042,060371044042,"Block Group 2, Census Tract 1044.04, Los Angeles County, California",1866,326,1005,387,861,330
1500000US060371045001,060371045001,"Block Group 1, Census Tract 1045, Los Angeles County, California",725,320,360,168,365,302
1500000US060371045002,060371045002,"Block Group 2, Census Tract 1045, Los Angeles County, California",2345,517,1149,259,1196,481
1500000US060371046101,060371046101,"Block Group 1, Census Tract 1046.10, Los Angeles County, California",2357,358,1034,338,1323,394
1500000US060371046102,060371046102,"Block Group 2, Census Tract 1046.10, Los Angeles County, California",1197,335,767,306,430,274
1500000US060371046201,060371046201,"Block Group 1, Census Tract 1046.20, Los Angeles County, California",1084,251,738,235,346,194
1500000US060371046202,060371046202,"Block Group 2, Census Tract 1046.20, Los Angeles County, California",2318,412,1563,360,755,327
1500000US060371047011,060371047011,"Block Group 1, Census Tract 1047.01, Los Angeles County, California",1281,460,767,311,514,400
1500000US060371047012,060371047012,"Block Group 2, Census Tract 1047.01, Los Angeles County, California",1850,525,0,12,1850,525
1500000US060371047013,060371047013,"Block Group 3, Census Tract 1047.01, Los Angeles County, California",973,303,387,190,586,294
1500000US060371047031,060371047031,"Block Group 1, Census Tract 1047.03, Los Angeles County, California",1138,319,301,225,837,257
