GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Occupied,Margin of Error; Total: - Occupied,Estimate; Total: - Vacant,Margin of Error; Total: - Vacant
1500000US060371011101,060371011101,"Block Group 1, Census Tract 1011.10, Los Angeles County, California",668,91,647,95,21,33
1500000US060371011102,060371011102,"Block Group 2, Census Tract 1011.10, Los Angeles County, California",685,95,612,87,73,58
1500000US060371011103,060371011103,"Block Group 3, Census Tract 1011.10, Los Angeles County, California",379,86,358,85,21,36
1500000US060371011221,060371011221,"Block Group 1, Census Tract 1011.22, Los Angeles County, California",798,89,752,94,46,49
1500000US060371011222,060371011222,"Block Group 2, Census Tract 1011.22, Los Angeles County, California",572,85,465,94,107,61
1500000US060371012101,060371012101,"Block Group 1, Census Tract 1012.10, Los Angeles County, California",960,133,933,135,27,42
1500000US060371012102,060371012102,"Block Group 2, Census Tract 1012.10, Los Angeles County, California",1424,137,1397,140,27,45
1500000US060371012201,060371012201,"Block Group 1, Census Tract 1012.20, Los Angeles County, California",417,59,365,65,52,45
1500000US060371012202,060371012202,"Block Group 2, Census Tract 1012.20, Los Angeles County, California",908,75,892,76,16,25
1500000US060371013001,060371013001,"Block Group 1, Census Tract 1013, Los Angeles County, California",435,84,411,83,24,37
1500000US060371013002,060371013002,"Block Group 2, Census Tract 1013, Los Angeles County, California",416,70,416,70,0,12
1500000US060371013003,060371013003,"Block Group 3, Census Tract 1013, Los Angeles County, California",330,73,320,74,10,19
1500000US060371013004,060371013004,"Block Group 4, Census Tract 1013, Los Angeles County, California",363,86,300,79,63,52
1500000US060371014001,060371014001,"Block Group 1, Census Tract 1014, Los Angeles County, California",401,106,401,106,0,12
1500000US060371014002,060371014002,"Block Group 2, Census Tract 1014, Los Angeles County, California",649,93,592,89,57,60
1500000US060371014003,060371014003,"Block Group 3, Census Tract 1014, Los Angeles County, California",541,74,493,82,48,55
1500000US060371021031,060371021031,"Block Group 1, Census Tract 1021.03, Los Angeles County, California",721,18,689,27,32,20
1500000US060371021041,060371021041,"Block Group 1, Census Tract 1021.04, Los Angeles County, California",926,120,865,121,61,53
1500000US060371021042,060371021042,"Block Group 2, Census Tract 1021.04, Los Angeles County, California",403,117,403,117,0,12
1500000US060371021051,060371021051,"Block Group 1, Census Tract 1021.05, Los Angeles County, California",263,53,263,53,0,12
1500000US060371021052,060371021052,"Block Group 2, Census Tract 1021.05, Los Angeles County, California",321,52,305,57,16,25
1500000US060371021071,060371021071,"Block Group 1, Census Tract 1021.07, Los Angeles County, California",836,92,773,100,63,54
1500000US060371021072,060371021072,"Block Group 2, Census Tract 1021.07, Los Angeles County, California",511,90,456,91,55,62
1500000US060371031011,060371031011,"Block Group 1, Census Tract 1031.01, Los Angeles County, California",607,45,550,56,57,45
